,planet_name,star_name,disposition,is_planet,prediction_probability,predicted_is_planet,right_ascens,declination,distance_pc,planet_radius,planet_temp,planet_insolation,period,orbit_semi_major_axis,trans_depth,trans_duration,transit_midpoint,impact,stellar_radius,stellar_temp,stellar_logg,stellar_luminosity,stellar_mass,tmag,planet_star_radius_ratio,fitted_stellar_density,planet_count
683,158.01,TOI-158,FP,0,0.6562601923942566,1.0,333.578718,-55.378981,601.367,13.3617,1478.0,793.471,2.51266,0.0478791795220582,0.00279001,2.411,2458326.37811,0.8905647616111749,2.3,5988.0,4.08,6.127404017345191,4.612049449753476e+30,11.2314,5.8094347826086965,465.2199972775496,1
684,1580.01,TOI-1580,KP,2,0.7603920102119446,1.0,28.282572,52.053921,233.22,18.3428,1574.0,1021.14,4.7947749,0.0600328280362466,0.006864,4.799,2460633.665722,0.7470894813696678,2.18,6333.0,3.86,6.887230491983762,2.496613245406028e+30,9.17925,8.414128440366973,302.3867593005985,1
685,1581.01,TOI-1581,FP,0,,,28.16355,55.185971,124.547,18.6201,,,,,0.00841,4.23,2458810.30671,,0.97,5865.0,4.49,1.0030191218018498,2.108539550367437e+30,9.76978,19.1959793814433,,1
686,1582.01,TOI-1582,FP,0,0.5076878070831299,0.0,34.69789,64.356382,386.181,21.043,3814.0,35143.2,1.8932775,0.0357658556055448,0.003415,3.118,2460649.11744,0.7330164402507464,2.04,6904.3,4.05,8.519863327139618,3.3860909412804887e+30,10.0188,10.315196078431372,758.3236325483676,1
687,1583.01,TOI-1583,FP,0,0.2721396386623382,0.0,4.249336,58.679253,867.296,10.0329,2363.0,5181.65,3.77188,0.0650187905689713,0.00045,2.923,2458765.82123,0.9725894545993962,4.62,10097.0,3.52,199.8697431718798,5.125334732580084e+30,9.5425,2.1716233766233763,35.0432532328351,1
688,1584.01,TOI-1584,FP,0,0.2010538280010223,0.0,6.519425,63.319412,479.659,24.9348,4438.0,64431.5,0.88654,0.0207805225926386,0.00087,1.679,2460633.085787,1.0,4.27,6919.0,3.36,37.646339176912,3.0289634521108605e+30,9.27904,5.8395316159250585,489.2946507948342,1
689,1585.01,TOI-1585,FP,0,,,6.308908,62.543115,670.885,10.6176,2722.0,9124.8,1.83641,,0.00047,2.222,2458764.8746,,5.03,9542.0,,188.9675782233861,,8.9676,2.110854870775348,,1
690,1586.01,TOI-1586,PC,1,,,11.234154,58.712058,800.464,20.9267,1349.0,550.041,1.80794,,0.00054,2.17,2458765.67889,,8.61,4628.0,,30.63891503494411,,10.4396,2.430511033681765,,1
691,1587.01,TOI-1587,FP,0,0.5577064156532288,1.0,48.423422,61.907831,563.997,8.71775,1292.0,463.57,12.5343031,0.1300433855534228,0.001517,4.572,2459924.681114,0.8841134208797391,2.51,7275.0,3.91,15.89912090130164,3.7135196474613314e+30,10.2543,3.473207171314741,93.26146028366608,1
692,1588.01,TOI-1588,PC,1,,,39.891102,62.433306,742.441,17.1017,2467.0,6158.1,3.581083,,0.00076,3.454,2459932.266567,,5.96,9503.0,,260.9931534600996,,8.951,2.8694127516778525,,1
693,1589.01,TOI-1589,FP,0,0.3216429650783539,0.0,14.119486,65.679038,278.829,21.7639,766.0,57.342,35.4028219,0.2522769546928484,0.012666,4.221,2458942.422274,1.0,1.78,7455.0,4.17,8.817069701514244,3.398429677701518e+30,9.87542,12.22691011235955,9108.666686678063,1
694,159.01,TOI-159,PC,1,0.8661466836929321,1.0,51.782268,-78.549831,347.593,17.3305867,1660.7594667,1797.8272074,3.7628372,0.0544984902502074,0.01136,3.956,2459382.232709,0.421663924797297,1.58746,6979.2,4.22,5.386688174933521,3.032800653532313e+30,10.5132,10.917180086427376,865.9105506048679,1
695,1590.01,TOI-1590,FP,0,,,26.299423,54.56844,749.127,,4184.0,50910.7,3.10315,,0.0017600699999999,3.535,2458793.51014,,,9050.3,3.96,,,10.2146,,,1
696,1591.01,TOI-1591,FP,0,,,48.753158,60.238195,282.1,10.4319,,,,,0.00301,8.06,2458807.93693,,1.7,7519.0,4.22,8.322079501285511,3.4780524405196894e+30,9.64805,6.1364117647058825,,1
697,1592.01,TOI-1592,FP,0,0.7085071206092834,1.0,45.08847,39.068266,170.592,4.8217692,1190.3562406,474.4919122,5.6318074,0.0622756201784681,0.0011861481873,3.4553092,2458794.89641,0.6815148560737923,1.38826,5669.9,4.16,1.794472868804058,2.0201327250986925e+30,9.76636,3.473246510019737,99.48974300788394,1
698,1593.01,TOI-1593,FP,0,0.5521547794342041,1.0,45.598372,43.183802,550.183,11.9118,1831.0,1866.39,2.06313,0.0358318287317901,0.0006,2.157,2458792.29644,0.998694370713448,4.77,6716.5,3.24,41.71598596586456,2.8673125866667383e+30,9.1222,2.497232704402516,65.27638535575407,1
699,1594.01,TOI-1594,FP,0,0.1984708309173584,0.0,56.143332,41.064351,831.907,11.1245,3240.0,18303.0,1.51233,0.034487592181124,0.00064,2.59,2458792.1989,0.949379309542072,4.35,9447.0,3.54,135.78376719088732,4.757916291143112e+30,9.7479,2.5573563218390807,29.5813550187272,1
700,1595.01,TOI-1595,FP,0,0.4519631266593933,0.0,50.808098,46.682113,295.452,8.13315,1520.0,886.867,1.7498117,0.0302478253012812,0.002549,1.641,2460662.169629,0.9096013586459596,1.53,6222.3,4.15,3.1614063752367008,2.3978452121010247e+30,10.4511,5.315784313725491,815.295898467099,1
701,1596.01,TOI-1596,FP,0,0.245887205004692,0.0,56.222542,45.507188,710.919,16.6678,3193.0,17275.6,1.9734615,0.038153156791308,0.001295,3.69,2459928.934925,0.8822713549891172,3.62,7962.9,3.6,47.46744616025608,3.7831662280761135e+30,10.0888,4.604364640883977,56.156847651155054,1
702,1597.01,TOI-1597,FP,0,0.4363773167133331,0.0,44.401798,40.016703,226.234,4.68288,1853.0,1958.84,0.73772,0.0165815150252916,0.00098,1.057,2458792.46525,0.9257182394592516,1.49,6001.0,4.14,2.5939447535860363,2.2223416203891696e+30,10.1342,3.1428724832214763,346.91835862292,1
703,1598.01,TOI-1598,PC,1,0.7038745284080505,1.0,28.660315,37.005042,143.239,4.33066,1549.0,958.145,1.1020719,0.0221688422470955,0.00058,0.864,2459908.034555,0.9830611537330454,1.73,6011.0,4.04,3.520244238714105,2.379745363312696e+30,8.6344,2.503271676300578,547.8771562294537,1
704,1599.01,TOI-1599,KP,2,0.7379871010780334,1.0,36.712738,37.550444,121.944,18.2179311,2510.7866744,9392.0471009,1.2198382,0.0264824431681575,0.0121601096043,2.8341804,2459883.198788,0.225578632972486,1.60242,7398.5,4.25,6.931402273044838,3.31124256889888e+30,7.87611,11.369011307896807,854.7321436071667,1
705,160.01,TOI-160,FP,0,0.7595739364624023,1.0,337.500827,-31.924356,341.854,7.99698,1445.0,724.001,4.608,0.0570235107000821,0.0032132199999999,3.383,2458327.37627,0.519764273196134,1.28,5935.0,4.29,1.831456089996302,2.316638248148198e+30,11.2901,6.247640625,379.19222292908137,1
706,1600.01,TOI-1600,FP,0,0.3498430848121643,0.0,34.555963,38.478824,252.419,6.69136,2003.0,2677.39,0.361112,0.0109822167969252,0.00071,0.756,2459909.805131,0.9765707823757664,1.95,6056.9,3.99,4.610675046786392,2.6946819033352416e+30,9.66027,3.431466666666667,569.2598336910431,1
707,1601.01,TOI-1601,CP,2,0.7029786705970764,1.0,38.361569,41.013432,336.608,14.6101,1593.0,1071.42,5.33155,0.0613352253696315,0.00422,6.191,2458793.27728,0.5555770819881979,2.22,5917.0,3.78,5.44259357029874,2.153496805959798e+30,10.1035,6.581126126126125,81.90043674081993,1
708,1602.01,TOI-1602,FA,0,,,37.13241,40.891254,208.771,3.90515,1309.0,487.519,6.15952,0.0697516635616481,0.00123,3.834,2458792.50412,,1.09,6175.9,4.44,1.5572118335314624,2.37296470654209e+30,10.4375,3.582706422018348,,1
709,1603.01,TOI-1603,KP,2,0.6959171295166016,1.0,38.308075,30.360453,282.096,14.269,1229.0,379.567,4.7321735,0.062281992298177,0.008121,2.589,2460630.419608,0.8924813709219466,1.56,6739.0,4.21,4.521939009833166,2.8621176361498176e+30,10.1868,9.14679487179487,2374.72731047668,1
710,1604.01,TOI-1604,FP,0,0.1529077589511871,0.0,34.195855,29.570473,380.062,20.8363,3450.0,23536.1,3.46608,0.0527395000267329,0.00162,4.403,2458793.39828,0.8604873301427627,3.02,7249.8,3.69,22.699258343112657,3.2393074435362464e+30,9.08054,6.899437086092716,165.8161732171189,1
711,1605.01,TOI-1605,CP,2,0.5034056305885315,0.0,54.48089,33.079897,159.748,20.9625,1185.0,327.472,8.7094632,0.0825083685800914,0.00451,3.027,2459896.132645,0.9991649458696474,1.59,5597.0,4.03,2.235162767542921,1.964411788570255e+30,9.62924,13.183962264150942,7501.155777608754,1
712,1606.01,TOI-1606,APC,1,,,56.660282,27.471523,143.312,6.97602,691.0,38.0033,4.7126743,,0.001941,1.061,2460228.527139,,1.55,5626.5,,2.1692538026037127,,9.08995,4.500658064516129,,1
713,1607.01,TOI-1607,FP,0,,,56.814344,30.149498,329.591,15.828,1691.0,1358.51,1.0357235,,0.00048,1.366,2459471.339568,,7.83,4963.0,,33.51153360788301,,8.4107,2.021455938697318,,1
714,1608.01,TOI-1608,FP,0,0.187238872051239,0.0,50.80115,33.078133,100.635,23.6289,2298.0,4630.82,2.4727425,0.0374350130858914,0.002929,2.341,2460632.178917,0.9970704416894222,2.13,6057.7,3.84,5.504069786231162,2.2761322378827597e+30,7.42812,11.093380281690145,2845.7480097252846,1
715,1609.01,TOI-1609,FA,0,,,288.675423,60.670948,165.808,2.67981,901.0,109.875,13.3118,0.1137315342718524,0.00075,4.492,2458692.73536,,0.98,6011.0,4.5,1.1296209585555903,2.202370770010237e+30,10.2572,2.7345,,1
716,161.01,TOI-161,PC,1,,,46.686553,-82.316371,333.651,4.61938,,1330.16,2.7684331,,0.0032340971112,4.223,2459388.787312,,0.98,5388.0,,0.7292159810954046,,11.4964,4.713653061224489,,1
717,1610.01,TOI-1610,PC,1,0.7390509247779846,1.0,263.543417,61.121472,191.957,2.29951,1083.0,228.804,2.5287981,0.0366898894681164,0.000387,1.286,2460556.667508,0.9170185349856106,1.19,5740.2,4.3,1.3851464663438642,2.0489539879758476e+30,10.3727,1.9323613445378156,216.68199716246835,1
718,1611.01,TOI-1611,CP,2,0.567502498626709,1.0,325.201645,84.333761,28.2938,2.38101,641.0,28.0911,16.2016817,0.118397388637961,0.000885,2.792,2460643.486453,0.7173298866906459,0.78,5071.0,4.58,0.3624576962883009,1.6773646588744366e+30,7.5825,3.052576923076922,398.37560086028185,1
719,1612.01,TOI-1612,KP,2,0.7108901739120483,1.0,277.478075,85.233321,234.149,15.5276,1373.0,591.067,2.8641388,0.0413709968735678,0.009597,2.417,2460334.805905,0.8842915032992601,1.53,6082.0,4.13,2.8857732484755334,2.2899243999834733e+30,10.0521,10.14875816993464,2348.3038091802573,1
720,1613.01,TOI-1613,FP,0,0.7460551857948303,1.0,356.318574,62.142699,304.76,5.46087,1381.0,604.151,5.2469991,0.0662350669031011,0.00118,3.45,2458979.490719,0.5881784897511835,1.44,6651.0,4.27,3.655665530590749,2.8000337573358177e+30,10.4641,3.792270833333333,115.93429313985044,1
721,1614.01,TOI-1614,FP,0,,,349.796329,75.017864,423.272,9.77911,1790.0,1705.03,0.7438074,,0.000633,1.377,2460479.137922,,4.04,5182.0,,10.6034219284407,,10.2351,2.4205717821782176,,1
722,1615.01,TOI-1615,FP,0,0.3629922270774841,0.0,351.174718,77.627113,260.494,25.3897,1600.0,1090.26,3.9401791,0.0582417297751004,0.013317,1.991,2460473.279498,1.0,1.51,7170.0,4.31,5.429054426704817,3.375920242144556e+30,9.68708,16.814370860927152,23690.79815174845,1
723,1616.01,TOI-1616,PC,1,0.7404751181602478,1.0,323.87017,68.987307,304.408,4.72169,1218.0,365.857,1.3433022,0.0268287317792259,0.001052,0.662,2460449.28819,0.9973234055129708,1.45,6713.0,4.27,3.846770452030981,2.839058147568748e+30,10.4505,3.2563379310344827,2766.587040849447,1
724,1617.01,TOI-1617,FP,0,0.3075302243232727,0.0,325.32505,68.807202,133.496,3.7143,1857.0,1975.13,1.4013505,0.0242859674758254,0.001532,1.562,2460420.948154,0.6454437737727478,0.94,5521.0,4.48,0.7396399729059265,1.9350580155266512e+30,10.2505,3.9513829787234047,366.89377755098445,1
725,1618.01,TOI-1618,FP,0,0.5521175265312195,1.0,340.909648,69.091928,451.796,5.32848,2820.0,10508.5,2.1679,0.0457388406364566,0.00056,1.39,2458765.05965,0.9375690036266304,2.0,10596.0,4.27,45.42777520843615,5.401299686218784e+30,9.9272,2.66424,302.59298984775427,1
726,1619.01,TOI-1619,FP,0,,,342.443925,68.251071,396.201,9.72386,1936.0,2334.78,2.3866952,,0.000586,2.654,2460447.12743,,4.73,5017.0,,12.770043123410913,,10.0552,2.055784355179704,,1
727,162.01,TOI-162,APC,1,0.7496106624603271,1.0,317.639908,-23.305817,274.733,15.6068,849.0,86.3134,7.764691,0.0740307085661469,0.02453,3.185,2459078.393053,0.7510791206646579,0.99,5404.7,4.4,0.753443060694554,1.7852895884633206e+30,11.6834,15.764444444444443,9520.866947920267,1
728,1620.01,TOI-1620,PC,1,0.1150782331824302,0.0,358.213636,61.36026,207.505,2.28827,2451.0,5992.53,1.5982014,0.0297475252325936,0.000296,2.254,2460422.2511,0.6325863367064585,1.49,6594.0,4.23,3.7814815544654383,2.734077493641385e+30,9.53523,1.5357516778523488,17.428252359623496,1
729,1621.01,TOI-1621,PC,1,,,309.348824,70.954088,161.088,1.35756,1423.0,680.81,6.453624,0.0802616737219384,0.0002,3.582,2459659.579362,,1.02,7257.0,4.64,2.599695689636976,3.2933556030357186e+30,9.97595,1.3309411764705883,,1
730,1622.01,TOI-1622,FP,0,,,318.049804,68.05247,113.845,2.01928,2285.0,4528.0,1.7126115,0.0289297643058201,0.00034,3.128,2459880.690181,,1.0,5932.2,4.48,1.1157241059996208,2.1899705924928152e+30,9.39435,2.01928,,1
731,1623.01,TOI-1623,FP,0,,,5.420651,77.880071,280.381,6.75509,,13651.7,0.7522775,,0.001301,1.073,2460311.882875,,1.77,7325.2,,8.126773540178148,,9.5287,3.816435028248588,,1
732,1624.01,TOI-1624,FP,0,,,3.021798,66.650523,234.455,3.79308,1664.0,1275.72,5.8089284,0.0687868604143838,0.001111,5.137,2460630.611572,,1.27,6406.0,4.34,2.447083887490446,2.55885528342198e+30,10.2763,2.9866771653543305,,1
733,1625.01,TOI-1625,FP,0,0.1661121398210525,0.0,359.741171,61.554089,269.476,4.21366,2065.0,3024.1,1.49446,0.0285399065477515,0.00089,2.114,2458765.53404,0.6505383515864026,1.43,6587.0,4.27,3.4682980118474185,2.761279432087197e+30,10.2918,2.946615384615385,78.69025329153631,1
734,1626.01,TOI-1626,KP,2,0.6103763580322266,1.0,279.262473,40.018691,610.176,15.6399082,1590.6670806,1512.9973764,3.3326189,0.0443452224924135,0.0083105066162,3.5620066,2459391.184996,0.7459840539824982,1.6948299,5768.2,4.0,2.864884735337996,2.0830059831457867e+30,12.0545,9.228010551383358,660.1192230068309,1
735,1627.01,TOI-1627,KP,2,,,274.701253,45.172219,290.404,13.5478019,1143.9473896,404.711186,5.0172146,0.059362217379493,0.0142369594003,3.7363301,2459393.375248,,1.10013,5930.0,4.4,1.3483432563334456,2.2045822110338867e+30,11.2311,12.314728168489175,,1
736,1628.01,TOI-1628,KP,2,0.4124301970005035,0.0,291.162386,55.473027,454.144,18.0537588,1949.0214829,3410.2601185,2.1436364,0.034283752291681,0.0092037552743,3.1539349,2459825.459527,0.7432629522786706,1.77061,6148.0,4.01,4.035291744682026,2.3263984961044364e+30,11.1541,10.19634973257804,803.4653756559488,1
737,1629.01,TOI-1629,KP,2,0.8494019508361816,1.0,224.872859,46.9601,435.156,17.3816,1491.0,821.405,4.5421594,0.0552642958590673,0.00976,4.294,2459686.204782,0.6854864352998058,1.73,5939.3,4.0,3.3552658332173886,2.170353566248146e+30,11.191,10.047167630057803,648.5418620286054,1
738,163.01,TOI-163,CP,2,0.3639874160289764,0.0,79.768253,-71.895527,411.719,14.6260711,1584.3518526,1489.1126253,4.2311173,0.0571892909776661,0.0072612759361,4.3531635,2458544.670293,0.4205237204738491,1.6640199,6671.0,4.14,4.940540596920467,2.771758030571651e+30,10.8719,8.78960107388139,404.7193477857622,1
739,1630.01,TOI-1630,CP,2,0.6031738519668579,1.0,352.016676,75.552607,66.0929,2.39173,584.0,19.3677,12.0557353,0.1013336117905494,0.000807,1.959,2460654.567185,0.8611830031948854,0.83,5504.0,4.58,0.5695915842103887,1.899303934087113e+30,8.9943,2.881602409638554,733.2693173428532,1
740,1631.01,TOI-1631,APC,1,0.794482946395874,1.0,50.916451,25.047935,140.065,2.8346585,860.5738999,129.6204972,15.2521892,0.1186509721597308,0.0008712527446,1.3463514,2458795.511502,0.9792610770639394,0.949022,5473.0,4.46488,0.7280279140198833,1.9048941302438475e+30,10.4289,2.9869260143600465,3042.6901282435606,1
741,1632.01,TOI-1632,FP,0,,,42.155188,62.18926,41.5305,8.0476984,264.4172054,1.1552603,8.2491871,0.0410728506141898,0.1177240282614,4.9807847,2458797.344998,,0.165066,2990.0,5.13581,0.0019619759799355,2.7012422731498015e+29,14.9885,48.75442792579938,,1
742,1633.01,TOI-1633,FA,0,,,266.767331,57.226662,48.049,1.9160277,326.1491782,2.6741524,12.1582804,0.0695197171143011,0.0034307762638,2.1406837,2458798.104217,,0.3232,3429.0,4.90092,0.01301086956105,6.02977334005979e+29,12.5441,5.9283035272277225,,1
743,1634.01,TOI-1634,CP,2,0.3681854903697967,0.0,56.39061,37.11228,35.2736,1.8303854,848.0098579,122.2150262,0.98933,0.0150287321230116,0.001519669587,1.0357615,2458791.515001,0.4089288667294506,0.465258,3455.0,4.76798,0.0277890425664461,9.200384591681265e+29,11.0136,3.9341298806253735,892.7413486843088,1
744,1635.01,TOI-1635,FP,0,0.4261125028133392,0.0,246.624072,66.144224,89.6716,18.8285063,242.488665,0.8171218,34.9270483,0.1589015225294908,0.1102649392094,2.7546907,2458736.130762,1.0,0.389199,3496.0,4.9,0.0203855674803205,8.725327049863364e+29,13.4447,48.37758139152464,1695460.1266176435,1
745,1636.01,TOI-1636,FP,0,0.1414826214313507,0.0,44.292951,33.312657,152.983,14.9468862,1076.8402129,317.7796355,1.7729239,0.0262527272960578,0.0266943797428,1.8255671,2459882.483425,0.4624592788067594,0.687841,4769.0,4.64845,0.2204850189662709,1.527089184769638e+30,11.9056,21.7301472287927,28844.017396510797,1
746,1637.01,TOI-1637,FP,0,0.5425243973731995,1.0,37.893241,34.368925,374.442,17.5223182,1571.9653862,1443.0883389,4.076684,0.0551961675174364,0.010459727229,4.4132181,2459885.666366,0.3961730060043294,1.64302,6531.44,4.13711,4.4260380664203,2.684318120298196e+30,10.6479,10.664701707830703,633.7703749933154,1
747,1638.01,TOI-1638,PC,1,0.8080261945724487,1.0,15.321545,55.69801,126.283,5.386904,1109.3660254,357.9484179,0.9150623,0.0160953088818246,0.0043049322223999,0.6662728,2459908.44105,0.9614335147588658,0.701237,3810.0,4.56875,0.0933519140885254,1.3210459660948828e+30,12.1312,7.682001947986202,16762.470241413837,1
748,1639.01,TOI-1639,FP,0,,,35.807322,56.570014,153.986,3.4348127,1083.3609617,325.5470241,0.901465,0.0153774129300222,0.0031565658263999,2.5562155,2458791.468047,,0.611023,3896.0,4.64192,0.077496945868524,1.1870619911036956e+30,12.974,5.621413105562311,,1
749,164.01,TOI-164,FP,0,0.8125213980674744,1.0,320.054292,-51.309972,360.131,8.79673,1296.0,468.718,7.31898,0.0772386960297021,0.0038093,3.771,2458328.33733,0.62071186917442,1.3,5926.0,4.27,1.877703308280496,2.282049117427436e+30,11.407,6.7667153846153845,534.1226277809865,1
750,1640.01,TOI-1640,CP,2,0.1747074425220489,0.0,44.338874,76.551405,18.2276,1.3929217,560.7827791,23.3722044,1.9495403,0.0187653872878921,0.0020892444115,0.8060618,2459767.373106,0.6292093441681839,0.260187,3414.0,4.97292,0.008285504025904,4.61242662437575e+29,11.0548,5.353540722634105,7933.706309733839,1
751,1641.01,TOI-1641,PC,1,0.7457368969917297,1.0,40.245588,42.871248,769.138,12.8352,2202.0,3903.88,1.8646725,0.04040607324689,0.00057,1.028,2459906.863602,1.0,3.4,9898.0,3.77846,99.96346700779095,5.033338253948568e+30,9.616,3.775058823529412,1473.5519484506203,1
752,1642.01,TOI-1642,APC,1,0.6500651836395264,1.0,288.049519,63.657061,338.948,20.3559,554.0,15.6505,37.4590076,0.2211705726758062,0.00585,2.863,2459747.914171,1.0,1.5,5730.0,4.09817,2.185217572437864,2.0454591055943276e+30,11.1169,13.5706,41349.55554417579,1
753,1643.01,TOI-1643,PC,1,0.8097276091575623,1.0,272.264241,53.217729,40.6988,2.7170462,508.9693869,15.8594327,20.0795217,0.1325132923436377,0.0010655355707,1.2186554,2459815.953155,0.990083190517181,0.777584,4763.0,4.54306,0.2803565039943024,1.5310624822773233e+30,8.6628,3.494215673161999,7882.883058604062,1
754,1644.01,TOI-1644,FP,0,,,39.006522,25.588461,163.49,11.2477,,2139.72,1.8497201,0.0340348723007574,0.00575,1.757,2459521.618633,0.7965396080308358,1.24,6019.0,4.438,1.818169724939426,3.0569029664668047e+30,9.8203,9.070725806451613,2910.093111138429,1
755,1645.01,TOI-1645,FP,0,0.377457708120346,0.0,32.294112,40.401942,146.653,18.0850347,1677.7485906,1872.5289135,2.1721416,0.0347733077668016,0.0178645520776,2.7480823,2458791.425546,0.6119964830859456,1.30937,6198.0,4.27912,2.279422014522177,2.364193699057552e+30,9.25319,13.812012418185846,2861.2124272173232,1
756,1646.01,TOI-1646,FA,0,,,312.32708,70.796604,82.1294,6.9347137,373.8573643,4.6168393,3.623909,0.0342256233512405,0.0269798210456,2.6568012,2458794.103356,,0.414101,3514.0,4.81377,0.0235566356860207,8.098803121799906e+29,13.0367,16.746430701688716,,1
757,1647.01,TOI-1647,FP,0,0.2789615392684936,0.0,207.874218,84.071615,306.502,37.9891,1103.0,245.906,6.9744232,0.0754373606421613,0.009189,2.124,2460334.944097,1.0,1.86,5821.7,3.97,3.58029534871194,2.3413383110398176e+30,10.249,20.424247311827955,60167.59988237863,1
758,1648.01,TOI-1648,PC,1,0.8072469234466553,1.0,45.401179,69.229924,69.835,2.77433,637.0,27.4026,7.3315684,0.0679031272444084,0.000893,1.287,2460467.880926,0.9496642677095836,0.84,4871.6,4.48,0.3580459268881397,1.5452432500629302e+30,9.5831,3.302773809523809,2143.859399566768,1
759,1649.01,TOI-1649,FP,0,0.6884276866912842,1.0,85.66321,35.185708,267.683,16.0772,2058.0,2978.62,3.4557863,0.0564352229903581,0.006423,2.164,2460310.718475,0.927342582709113,1.78,8170.0,4.24,12.718090440616283,3.992806718965449e+30,9.17041,9.032134831460676,2866.731146709612,1
760,165.01,TOI-165,FP,0,0.8082044124603271,1.0,88.886226,-57.290745,210.311,12.7936991,993.2304197,161.5793695,7.757643,0.0818420628996229,0.0073366908821999,2.8561356,2460746.619767,0.9640873094844844,1.91151,6038.0,3.96,4.37541510460323,2.4165257751580095e+30,9.6686,6.692980470936589,1248.4956233458645,1
761,1650.01,TOI-1650,FP,0,0.486795574426651,0.0,76.851285,36.275085,463.156,11.1497,1132.0,272.763,9.1505,0.1046823596827889,0.00137,2.986,2458822.09874,0.9835599772514662,3.02,7719.0,3.74,29.171027581479237,3.634562730805386e+30,10.0106,3.6919536423841057,279.8877830213725,1
762,1651.01,TOI-1651,KP,2,0.8242791891098022,1.0,94.792955,73.827567,235.479,17.8182,1367.0,580.386,3.7649949,0.0534081435808777,0.014735,2.642,2460474.181987,0.831331487425786,1.42,6724.0,4.29,3.71348082813414,2.8511165549109045e+30,9.88278,12.548028169014083,4257.54029350833,1
763,1652.01,TOI-1652,FP,0,0.2151505947113037,0.0,188.3547,84.678957,130.942,3.217,2004.0,2681.48,0.6664948,0.0144767881581475,0.00026,1.38,2458870.507719,0.9219896194144448,1.99,5329.0,3.8,2.877283876419219,1.8119426008602828e+30,8.68013,1.6165829145728643,31.406671427286348,1
764,1653.01,TOI-1653,PC,1,,,72.031822,39.966936,408.36,21.7036,2489.0,6376.83,10.9568722,,0.004643,3.469,2460658.881015,,2.5,7106.5,,14.361398629716188,,9.353,8.68144,,1
765,1654.01,TOI-1654,PC,1,,,287.666559,66.768082,304.865,,,,1.8347892,,0.000242,2.414,2460556.910025,,,5286.9,,,,10.1556,,,1
766,1655.01,TOI-1655,PC,1,0.7641382217407227,1.0,61.172234,52.256992,165.314,3.61232,1243.0,396.593,3.2786617,0.0423157416200685,0.001101,2.631,2460662.313228,0.6062651378872637,1.15,5411.0,4.29,1.0214085635710235,1.869967091782221e+30,10.3309,3.1411478260869568,104.37683276508348,1
767,1656.01,TOI-1656,APC,1,0.7997452020645142,1.0,63.230018,53.68705,106.477,20.062,1388.0,617.103,1112.7562924,2.2738024359122098,0.006669,9.386,2459935.313412,1.0,1.26,6324.0,4.34,2.2877165475197367,2.5187169991696544e+30,8.54941,15.922222222222222,54710.885432258525,1
768,1657.01,TOI-1657,FP,0,,,66.370139,46.365902,78.7137,7.00844,1933.0,2320.13,5.6309047,0.0599389554753843,0.001683,3.877,2459936.359525,,0.79,5304.0,4.6,0.4450019585657939,1.8017414326045453e+30,9.5668,8.871443037974684,,1
769,1658.01,TOI-1658,FP,0,0.1612999588251114,0.0,65.876229,35.495109,506.864,8.1888041,4165.8164478,71174.0244493,0.6803433,0.0179232067193778,0.0005655754223,2.0674164,2459910.5579,0.8866233830465713,2.97877,7325.5,3.71,23.020603863151056,3.299986974407638e+30,10.2674,2.7490555162029966,31.386224996866225,1
770,1659.01,TOI-1659,CP,2,0.5086092948913574,0.0,277.925194,82.305949,122.494,2.1822904,1031.1383185,267.1706249,5.8775548,0.0655656933796521,0.0004122881337,2.9027641,2459757.356321,0.4676837639759434,1.00568,5977.0,4.47,1.16291059785165,2.164501593228032e+30,9.56906,2.169964998806777,62.46121753725107,1
771,1659.02,TOI-1659,PC,1,0.7309926748275757,1.0,277.925194,82.305949,122.494,1.18609,1288.0,456.908,3.3985674,0.0456370081561992,0.000171,2.197,2459907.339882,0.5878853549750106,1.01,5977.0,4.47,1.1729228559188836,2.183137203375857e+30,9.56906,1.1743465346534654,24.79488616711448,2
772,166.01,TOI-166,PC,1,0.8631376028060913,1.0,323.196086,-44.018036,172.157,9.1484302,1002.9601068,239.1418795,5.0611315,0.0583039982249708,0.0052760349302,1.5562414,2459065.316593,0.9594943186204724,1.00217,5254.0,4.45,0.689503933372271,2.052679187827629e+30,10.7258,9.128621092229862,11609.601863534255,1
773,1660.01,TOI-1660,FP,0,0.0720738172531127,0.0,85.581285,49.513452,187.823,4.12493,2908.0,11881.9,1.3561596,0.0259092488728205,0.000482,2.504,2460309.854705,0.7189678249386002,1.86,6375.0,4.0,5.148021157541279,2.508789200371575e+30,9.00007,2.2177043010752686,22.47524359650245,1
774,1661.01,TOI-1661,FP,0,,,88.475966,30.446042,4488.38,,,,2.0492064,,0.00103,3.417,2459547.065465,,,,,,,10.1283,,,1
775,1662.01,TOI-1662,FP,0,,,93.318904,63.685008,294.292,11.4272,,526.719,2.6093167,,0.001984,1.175,2459935.390685,,1.78,7235.0,,7.821459929587081,,9.7053,6.419775280898876,,1
776,1663.01,TOI-1663,FP,0,0.2098560482263565,0.0,89.934847,33.506969,402.261,13.5855,3490.0,24634.5,2.37532,0.0428787429883727,0.00194,2.957,2458819.39874,0.7837890528678645,2.11,7895.7,4.06,15.589103629045772,3.706834476517116e+30,9.84095,6.438625592417062,313.61391741049243,1
